TT,AHU2_CCV-AHU2-Percentage,AHU2_DSP-AHU2-inch,AHU2_DSPSP-AHU2-inch,AHU2_MAT-AHU2-degree Fahrenheit,AHU2_MaxDMP-AHU2-Percentage,AHU2_RAT-AHU2-degree Fahrenheit,AHU2_RHV-AHU2-Percentage,AHU2_SAT-AHU2-degree Fahrenheit,AHU2_SATSP-AHU2-degree Fahrenheit,AHU2_SFC-AHU2-No Unit,AHU2_SFS-AHU2-No Unit,AHU2_SupCFM-AHU2-cubic foot per minute,AHU2_SupVFD-AHU2-No Unit,
Sun  Mar 23 16:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 17:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 17:15:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 17:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 17:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),95.10  ( OK ),0.00  ( OK ),70.69  ( OK ),99.99  ( OK ),147.96  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 18:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 18:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.60  ( OK ),0.00  ( OK ),70.48  ( OK ),99.99  ( OK ),148.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 18:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 18:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 19:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),95.39  ( OK ),0.00  ( OK ),70.55  ( OK ),99.99  ( OK ),147.82  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 19:15:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 19:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 19:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.74  ( OK ),0.00  ( OK ),70.36  ( OK ),99.99  ( OK ),148.06  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 20:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 20:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.38  ( OK ),0.00  ( OK ),69.93  ( OK ),99.99  ( OK ),148.12  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 20:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 20:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 21:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.96  ( OK ),0.00  ( OK ),69.78  ( OK ),99.99  ( OK ),147.98  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 21:15:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 21:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 21:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.69  ( OK ),0.00  ( OK ),69.55  ( OK ),99.99  ( OK ),147.94  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 22:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 22:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),94.39  ( OK ),0.00  ( OK ),69.15  ( OK ),99.99  ( OK ),147.76  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Sun  Mar 23 22:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 22:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 23:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 23:15:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 23:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Sun  Mar 23 23:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 00:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),95.38  ( OK ),0.00  ( OK ),68.80  ( OK ),99.99  ( OK ),147.69  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 00:15:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 00:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),95.12  ( OK ),0.00  ( OK ),69.00  ( OK ),99.99  ( OK ),147.77  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 00:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 01:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 01:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),92.89  ( OK ),0.00  ( OK ),68.42  ( OK ),99.99  ( OK ),147.89  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 01:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 01:45:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),91.58  ( OK ),0.00  ( OK ),67.98  ( OK ),99.99  ( OK ),148.00  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 02:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 02:15:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),92.18  ( OK ),0.00  ( OK ),67.76  ( OK ),99.99  ( OK ),147.73  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 02:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 02:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 03:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),91.87  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 03:15:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),92.18  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 03:30:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),91.91  ( OK ),0.00  ( OK ),67.77  ( OK ),99.99  ( OK ),147.71  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 03:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),91.91  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 04:00:00  CST,0.00  ( OK ),0.00  ( OK ),1.50  ( OK ),92.36  ( OK ),0.00  ( OK ),67.75  ( OK ),99.99  ( OK ),147.66  ( OK ),56.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 04:15:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),92.36  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 04:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),92.36  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 04:45:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),92.36  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 05:00:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),92.36  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 05:15:00  CST,0.00  ( OK ),1.27  ( OK ),1.50  ( OK ),52.16  ( OK ),20.12  ( OK ),79.15  ( OK ),0.00  ( OK ),61.43  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),19904.47  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 05:30:00  CST,0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),52.16  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),0.00  ( Interpolated ),1.00  ( OK ),0.00  ( OK ),0.00  ( Interpolated ),0.00  ( Interpolated ),
Mon  Mar 24 05:45:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.18  ( OK ),16.19  ( OK ),75.43  ( OK ),0.00  ( OK ),57.60  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),17738.14  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 06:00:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.18  ( OK ),16.19  ( OK ),75.43  ( OK ),0.00  ( OK ),57.60  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),17738.14  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 06:15:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.18  ( OK ),16.19  ( OK ),75.43  ( OK ),0.00  ( OK ),57.60  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),17738.14  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 06:30:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.18  ( OK ),16.19  ( OK ),75.43  ( OK ),0.00  ( OK ),57.60  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),17738.14  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 06:45:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.18  ( OK ),16.19  ( OK ),75.43  ( OK ),0.00  ( OK ),57.60  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),17738.14  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 07:00:00  CST,0.00  ( OK ),1.57  ( OK ),1.50  ( OK ),54.18  ( OK ),16.19  ( OK ),75.43  ( OK ),0.00  ( OK ),57.60  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),17738.14  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 07:15:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.78  ( OK ),20.61  ( OK ),75.14  ( OK ),0.00  ( OK ),56.81  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),11921.10  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 07:30:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.78  ( OK ),20.61  ( OK ),75.14  ( OK ),0.00  ( OK ),56.81  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),11921.10  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 07:45:00  CST,0.00  ( OK ),1.54  ( OK ),1.50  ( OK ),53.78  ( OK ),20.61  ( OK ),75.14  ( OK ),0.00  ( OK ),56.81  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),11921.10  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 08:00:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.66  ( OK ),22.81  ( OK ),75.26  ( OK ),0.00  ( OK ),56.63  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),10618.62  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 08:15:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),53.66  ( OK ),22.81  ( OK ),75.26  ( OK ),0.00  ( OK ),56.63  ( OK ),56.00  ( OK ),1.00  ( OK ),0.00  ( OK ),10618.62  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 08:30:00  CST,0.00  ( OK ),1.52  ( OK ),1.50  ( OK ),55.60  ( OK ),29.99  ( OK ),75.34  ( OK ),0.00  ( OK ),57.18  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),9756.29  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 08:45:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.10  ( OK ),30.66  ( OK ),75.32  ( OK ),0.00  ( OK ),56.66  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),10028.97  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 09:00:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.10  ( OK ),30.66  ( OK ),75.32  ( OK ),0.00  ( OK ),56.66  ( OK ),56.00  ( OK ),1.00  ( OK ),1.00  ( OK ),10028.97  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 09:15:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.02  ( OK ),32.71  ( OK ),75.35  ( OK ),0.00  ( OK ),56.76  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9841.89  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 09:30:00  CDT,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.25  ( OK ),31.45  ( OK ),75.30  ( OK ),0.00  ( OK ),56.36  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9897.10  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 09:45:00  CDT,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),53.70  ( OK ),31.62  ( OK ),75.28  ( OK ),0.00  ( OK ),56.50  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9967.25  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 10:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),54.56  ( OK ),34.01  ( OK ),75.24  ( OK ),0.00  ( OK ),56.42  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9899.48  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 10:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.71  ( OK ),28.70  ( OK ),75.24  ( OK ),0.00  ( OK ),56.20  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),9977.13  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 10:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.22  ( OK ),32.17  ( OK ),75.19  ( OK ),0.00  ( OK ),56.59  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10142.31  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 10:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.30  ( OK ),33.83  ( OK ),75.17  ( OK ),0.00  ( OK ),56.57  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10027.04  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 11:00:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.63  ( OK ),32.24  ( OK ),75.12  ( OK ),0.00  ( OK ),56.40  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10397.62  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 11:15:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.83  ( OK ),32.51  ( OK ),75.07  ( OK ),0.00  ( OK ),56.19  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10468.52  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 11:30:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),53.02  ( OK ),24.04  ( OK ),75.00  ( OK ),0.00  ( OK ),56.17  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10600.16  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 11:45:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.03  ( OK ),29.26  ( OK ),75.00  ( OK ),0.00  ( OK ),56.56  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10503.45  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 12:00:00  CST,0.00  ( OK ),1.49  ( OK ),1.50  ( OK ),54.59  ( OK ),33.59  ( OK ),74.95  ( OK ),0.00  ( OK ),56.61  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10747.43  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 12:15:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),54.21  ( OK ),32.92  ( OK ),74.96  ( OK ),0.00  ( OK ),56.29  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10596.69  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 12:30:00  CST,0.00  ( OK ),1.50  ( OK ),1.50  ( OK ),53.44  ( OK ),28.84  ( OK ),74.95  ( OK ),0.00  ( OK ),56.02  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10770.59  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 12:45:00  CST,0.00  ( OK ),1.48  ( OK ),1.50  ( OK ),54.00  ( OK ),27.03  ( OK ),74.94  ( OK ),0.00  ( OK ),56.25  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),11199.58  ( OK ),0.00  ( Interpolated ),
Mon  Mar 24 13:00:00  CST,0.00  ( OK ),1.51  ( OK ),1.50  ( OK ),52.81  ( OK ),23.73  ( OK ),74.87  ( OK ),0.00  ( OK ),56.53  ( OK ),56.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),10831.30  ( OK ),0.00  ( Interpolated ),
