TT,AHU3_CCV-AHU3-Percentage,AHU3_DSP-AHU3-inch,AHU3_DSPSP-AHU3-inch,AHU3_MAT-AHU3-degree Fahrenheit,AHU3_MaxDMP-AHU3-Percentage,AHU3_RAT-AHU3-degree Fahrenheit,AHU3_RHV-AHU3-Percentage,AHU3_SAT-AHU3-degree Fahrenheit,AHU3_SATSP-AHU3-degree Fahrenheit,AHU3_SFC-AHU3-No Unit,AHU3_SFS-AHU3-No Unit,AHU3_SupCFM-AHU3-cubic foot per minute,
Sat  Jun 14 11:45:00  CDT,100.00  ( OK ),,,74.12  ( OK ),100.00  ( OK ),76.88  ( OK ),0.00  ( OK ),76.05  ( OK ),65.00  ( Overridden ),1.00  ( OK ),1.00  ( OK ),,
Sat  Jun 14 12:00:00  CDT,0.00  ( OK ),,,74.10  ( OK ),0.00  ( OK ),76.65  ( OK ),0.00  ( OK ),75.47  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 12:15:00  CDT,0.00  ( OK ),,,73.72  ( OK ),0.00  ( OK ),76.18  ( OK ),0.00  ( OK ),75.35  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 12:30:00  CDT,0.00  ( OK ),,,73.35  ( OK ),0.00  ( OK ),75.87  ( OK ),0.00  ( OK ),75.19  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 12:45:00  CDT,0.00  ( OK ),,,72.97  ( OK ),0.00  ( OK ),75.70  ( OK ),0.00  ( OK ),74.84  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 13:00:00  CDT,0.00  ( OK ),,,72.59  ( OK ),0.00  ( OK ),75.59  ( OK ),0.00  ( OK ),74.54  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 13:15:00  CDT,0.00  ( OK ),,,72.32  ( OK ),0.00  ( OK ),75.52  ( OK ),0.00  ( OK ),74.38  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 13:30:00  CDT,0.00  ( OK ),,,72.11  ( OK ),0.00  ( OK ),75.47  ( OK ),0.00  ( OK ),74.27  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 13:45:00  CDT,0.00  ( OK ),,,71.92  ( OK ),0.00  ( OK ),75.47  ( OK ),0.00  ( OK ),74.17  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 14:00:00  CDT,0.00  ( OK ),,,71.72  ( OK ),0.00  ( OK ),75.43  ( OK ),0.00  ( OK ),74.11  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 14:15:00  CDT,0.00  ( OK ),,,71.59  ( OK ),0.00  ( OK ),75.41  ( OK ),0.00  ( OK ),73.90  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 14:30:00  CDT,0.00  ( OK ),,,71.50  ( OK ),0.00  ( OK ),75.34  ( OK ),0.00  ( OK ),73.82  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 14:45:00  CDT,0.00  ( OK ),,,71.37  ( OK ),0.00  ( OK ),75.35  ( OK ),0.00  ( OK ),73.74  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 15:00:00  CDT,0.00  ( OK ),,,71.36  ( OK ),0.00  ( OK ),75.31  ( OK ),0.00  ( OK ),73.65  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 15:15:00  CDT,0.00  ( OK ),,,71.35  ( OK ),0.00  ( OK ),75.27  ( OK ),0.00  ( OK ),73.50  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 15:30:00  CDT,0.00  ( OK ),,,71.33  ( OK ),0.00  ( OK ),75.28  ( OK ),0.00  ( OK ),73.44  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 15:45:00  CDT,0.00  ( OK ),,,71.28  ( OK ),0.00  ( OK ),75.21  ( OK ),0.00  ( OK ),73.34  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 16:00:00  CDT,0.00  ( OK ),,,71.20  ( OK ),0.00  ( OK ),75.04  ( OK ),0.00  ( OK ),73.24  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 16:15:00  CDT,0.00  ( OK ),,,71.17  ( OK ),0.00  ( OK ),74.99  ( OK ),0.00  ( OK ),73.23  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 16:30:00  CDT,0.00  ( OK ),,,71.09  ( OK ),0.00  ( OK ),74.90  ( OK ),0.00  ( OK ),73.11  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 16:45:00  CDT,0.00  ( OK ),,,71.04  ( OK ),0.00  ( OK ),74.73  ( OK ),0.00  ( OK ),73.06  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 17:00:00  CDT,0.00  ( OK ),,,70.96  ( OK ),0.00  ( OK ),74.68  ( OK ),0.00  ( OK ),72.93  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 17:15:00  CDT,0.00  ( OK ),,,70.93  ( OK ),0.00  ( OK ),74.62  ( OK ),0.00  ( OK ),72.87  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 17:30:00  CDT,0.00  ( OK ),,,70.90  ( OK ),0.00  ( OK ),74.64  ( OK ),0.00  ( OK ),72.90  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 17:45:00  CDT,0.00  ( OK ),,,70.87  ( OK ),0.00  ( OK ),74.60  ( OK ),0.00  ( OK ),72.81  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 18:00:00  CDT,0.00  ( OK ),,,70.83  ( OK ),0.00  ( OK ),74.56  ( OK ),0.00  ( OK ),72.79  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 18:15:00  CDT,0.00  ( OK ),,,70.86  ( OK ),0.00  ( OK ),74.43  ( OK ),0.00  ( OK ),72.67  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 18:30:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.43  ( OK ),0.00  ( OK ),72.67  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 18:45:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.48  ( OK ),0.00  ( OK ),72.60  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 19:00:00  CDT,0.00  ( OK ),,,70.86  ( OK ),0.00  ( OK ),74.48  ( OK ),0.00  ( OK ),72.53  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 19:15:00  CDT,0.00  ( OK ),,,70.87  ( OK ),0.00  ( OK ),74.48  ( OK ),0.00  ( OK ),72.50  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 19:30:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.48  ( OK ),0.00  ( OK ),72.46  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 19:45:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.47  ( OK ),0.00  ( OK ),72.40  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 20:00:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.48  ( OK ),0.00  ( OK ),72.38  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 20:15:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.47  ( OK ),0.00  ( OK ),72.32  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 20:30:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.49  ( OK ),0.00  ( OK ),72.30  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 20:45:00  CDT,0.00  ( OK ),,,70.77  ( OK ),0.00  ( OK ),74.48  ( OK ),0.00  ( OK ),72.22  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 21:00:00  CDT,0.00  ( OK ),,,70.69  ( OK ),0.00  ( OK ),74.46  ( OK ),0.00  ( OK ),72.15  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 21:15:00  CDT,0.00  ( OK ),,,70.63  ( OK ),0.00  ( OK ),74.46  ( OK ),0.00  ( OK ),72.10  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 21:30:00  CDT,0.00  ( OK ),,,70.61  ( OK ),0.00  ( OK ),74.37  ( OK ),0.00  ( OK ),72.01  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 21:45:00  CDT,0.00  ( OK ),,,70.61  ( OK ),0.00  ( OK ),74.32  ( OK ),0.00  ( OK ),71.94  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 22:00:00  CDT,0.00  ( OK ),,,70.61  ( OK ),0.00  ( OK ),74.30  ( OK ),0.00  ( OK ),71.93  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 22:15:00  CDT,0.00  ( OK ),,,70.56  ( OK ),0.00  ( OK ),74.25  ( OK ),0.00  ( OK ),71.89  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 22:30:00  CDT,0.00  ( OK ),,,70.36  ( OK ),0.00  ( OK ),74.19  ( OK ),0.00  ( OK ),71.86  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 22:45:00  CDT,0.00  ( OK ),,,70.19  ( OK ),0.00  ( OK ),74.18  ( OK ),0.00  ( OK ),71.81  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 23:00:00  CDT,0.00  ( OK ),,,70.01  ( OK ),0.00  ( OK ),74.03  ( OK ),0.00  ( OK ),71.72  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 23:15:00  CDT,0.00  ( OK ),,,69.96  ( OK ),0.00  ( OK ),73.84  ( OK ),0.00  ( OK ),71.68  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 23:30:00  CDT,0.00  ( OK ),,,69.96  ( OK ),0.00  ( OK ),73.73  ( OK ),0.00  ( OK ),71.66  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sat  Jun 14 23:45:00  CDT,0.00  ( OK ),,,69.87  ( OK ),0.00  ( OK ),73.74  ( OK ),0.00  ( OK ),71.59  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 00:00:00  CDT,0.00  ( OK ),,,69.82  ( OK ),0.00  ( OK ),73.58  ( OK ),0.00  ( OK ),71.53  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 00:15:00  CDT,0.00  ( OK ),,,69.84  ( OK ),0.00  ( OK ),73.69  ( OK ),0.00  ( OK ),71.54  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 00:30:00  CDT,0.00  ( OK ),,,69.81  ( OK ),0.00  ( OK ),73.66  ( OK ),0.00  ( OK ),71.48  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 00:45:00  CDT,0.00  ( OK ),,,69.70  ( OK ),0.00  ( OK ),73.60  ( OK ),0.00  ( OK ),71.42  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 01:00:00  CDT,0.00  ( OK ),,,69.65  ( OK ),0.00  ( OK ),73.57  ( OK ),0.00  ( OK ),71.34  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 01:15:00  CDT,0.00  ( OK ),,,69.65  ( OK ),0.00  ( OK ),73.58  ( OK ),0.00  ( OK ),71.31  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 01:30:00  CDT,0.00  ( OK ),,,69.54  ( OK ),0.00  ( OK ),73.40  ( OK ),0.00  ( OK ),71.20  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 01:45:00  CDT,0.00  ( OK ),,,69.54  ( OK ),0.00  ( OK ),73.32  ( OK ),0.00  ( OK ),71.15  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 02:00:00  CDT,0.00  ( OK ),,,69.53  ( OK ),0.00  ( OK ),73.19  ( OK ),0.00  ( OK ),71.11  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 02:15:00  CDT,0.00  ( OK ),,,69.50  ( OK ),0.00  ( OK ),73.10  ( OK ),0.00  ( OK ),71.04  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 02:30:00  CDT,0.00  ( OK ),,,69.48  ( OK ),0.00  ( OK ),73.15  ( OK ),0.00  ( OK ),71.00  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 02:45:00  CDT,0.00  ( OK ),,,69.44  ( OK ),0.00  ( OK ),73.12  ( OK ),0.00  ( OK ),70.97  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 03:00:00  CDT,0.00  ( OK ),,,69.40  ( OK ),0.00  ( OK ),73.17  ( OK ),0.00  ( OK ),70.95  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 03:15:00  CDT,0.00  ( OK ),,,69.37  ( OK ),0.00  ( OK ),73.15  ( OK ),0.00  ( OK ),70.91  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 03:30:00  CDT,0.00  ( OK ),,,69.34  ( OK ),0.00  ( OK ),73.17  ( OK ),0.00  ( OK ),70.87  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 03:45:00  CDT,0.00  ( OK ),,,69.32  ( OK ),0.00  ( OK ),73.06  ( OK ),0.00  ( OK ),70.82  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 04:00:00  CDT,0.00  ( OK ),,,69.28  ( OK ),0.00  ( OK ),73.13  ( OK ),0.00  ( OK ),70.79  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 04:15:00  CDT,0.00  ( OK ),,,69.22  ( OK ),0.00  ( OK ),73.03  ( OK ),0.00  ( OK ),70.74  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 04:30:00  CDT,0.00  ( OK ),,,69.20  ( OK ),0.00  ( OK ),73.12  ( OK ),0.00  ( OK ),70.72  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 04:45:00  CDT,0.00  ( OK ),,,69.18  ( OK ),0.00  ( OK ),73.04  ( OK ),0.00  ( OK ),70.67  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 05:00:00  CDT,0.00  ( OK ),,,69.15  ( OK ),0.00  ( OK ),73.04  ( OK ),0.00  ( OK ),70.65  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 05:15:00  CDT,0.00  ( OK ),,,69.14  ( OK ),0.00  ( OK ),72.98  ( OK ),0.00  ( OK ),70.63  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 05:30:00  CDT,0.00  ( OK ),,,69.11  ( OK ),0.00  ( OK ),72.89  ( OK ),0.00  ( OK ),70.58  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 05:45:00  CDT,0.00  ( OK ),,,69.10  ( OK ),0.00  ( OK ),73.03  ( OK ),0.00  ( OK ),70.58  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 06:00:00  CDT,0.00  ( OK ),,,69.06  ( OK ),0.00  ( OK ),72.97  ( OK ),0.00  ( OK ),70.54  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 06:15:00  CDT,0.00  ( OK ),,,69.05  ( OK ),0.00  ( OK ),73.04  ( OK ),0.00  ( OK ),70.53  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 06:30:00  CDT,0.00  ( OK ),,,69.04  ( OK ),0.00  ( OK ),73.07  ( OK ),0.00  ( OK ),70.50  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 06:45:00  CDT,0.00  ( OK ),,,69.12  ( OK ),0.00  ( OK ),73.01  ( OK ),0.00  ( OK ),70.48  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 07:00:00  CDT,0.00  ( OK ),,,69.19  ( OK ),0.00  ( OK ),73.15  ( OK ),0.00  ( OK ),70.48  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 07:15:00  CDT,0.00  ( OK ),,,69.25  ( OK ),0.00  ( OK ),73.22  ( OK ),0.00  ( OK ),70.53  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 07:30:00  CDT,0.00  ( OK ),,,69.29  ( OK ),0.00  ( OK ),73.34  ( OK ),0.00  ( OK ),70.52  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 07:45:00  CDT,0.00  ( OK ),,,69.34  ( OK ),0.00  ( OK ),73.37  ( OK ),0.00  ( OK ),70.59  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 08:00:00  CDT,0.00  ( OK ),,,69.43  ( OK ),0.00  ( OK ),73.38  ( OK ),0.00  ( OK ),70.53  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 08:15:00  CDT,0.00  ( OK ),,,69.52  ( OK ),0.00  ( OK ),73.47  ( OK ),0.00  ( OK ),70.65  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 08:30:00  CDT,0.00  ( OK ),,,69.61  ( OK ),0.00  ( OK ),73.71  ( OK ),0.00  ( OK ),70.67  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 08:45:00  CDT,0.00  ( OK ),,,69.66  ( OK ),0.00  ( OK ),73.79  ( OK ),0.00  ( OK ),70.70  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 09:00:00  CDT,0.00  ( OK ),,,69.73  ( OK ),0.00  ( OK ),73.84  ( OK ),0.00  ( OK ),70.70  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 09:15:00  CDT,0.00  ( OK ),,,69.81  ( OK ),0.00  ( OK ),73.84  ( OK ),0.00  ( OK ),70.74  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 09:30:00  CDT,0.00  ( OK ),,,69.94  ( OK ),0.00  ( OK ),73.88  ( OK ),0.00  ( OK ),70.78  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 09:45:00  CDT,0.00  ( OK ),,,70.03  ( OK ),0.00  ( OK ),73.98  ( OK ),0.00  ( OK ),70.83  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 10:00:00  CDT,0.00  ( OK ),,,70.11  ( OK ),0.00  ( OK ),74.03  ( OK ),0.00  ( OK ),70.91  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 10:15:00  CDT,0.00  ( OK ),,,70.25  ( OK ),0.00  ( OK ),74.09  ( OK ),0.00  ( OK ),70.90  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 10:30:00  CDT,0.00  ( OK ),,,70.29  ( OK ),0.00  ( OK ),74.18  ( OK ),0.00  ( OK ),70.95  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 10:45:00  CDT,0.00  ( OK ),,,70.32  ( OK ),0.00  ( OK ),74.17  ( OK ),0.00  ( OK ),70.98  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 11:00:00  CDT,0.00  ( OK ),,,70.38  ( OK ),0.00  ( OK ),74.19  ( OK ),0.00  ( OK ),70.99  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 11:15:00  CDT,0.00  ( OK ),,,70.43  ( OK ),0.00  ( OK ),74.29  ( OK ),0.00  ( OK ),71.08  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 11:30:00  CDT,0.00  ( OK ),,,70.57  ( OK ),0.00  ( OK ),74.31  ( OK ),0.00  ( OK ),71.00  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 11:45:00  CDT,0.00  ( OK ),,,70.59  ( OK ),0.00  ( OK ),74.35  ( OK ),0.00  ( OK ),71.13  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 12:00:00  CDT,0.00  ( OK ),,,70.62  ( OK ),0.00  ( OK ),74.41  ( OK ),0.00  ( OK ),71.27  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 12:15:00  CDT,0.00  ( OK ),,,70.71  ( OK ),0.00  ( OK ),74.44  ( OK ),0.00  ( OK ),71.24  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 12:30:00  CDT,0.00  ( OK ),,,70.88  ( OK ),0.00  ( OK ),74.39  ( OK ),0.00  ( OK ),71.19  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 12:45:00  CDT,0.00  ( OK ),,,70.90  ( OK ),0.00  ( OK ),74.45  ( OK ),0.00  ( OK ),71.30  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 13:00:00  CDT,0.00  ( OK ),,,71.00  ( OK ),0.00  ( OK ),74.50  ( OK ),0.00  ( OK ),71.31  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 13:15:00  CDT,0.00  ( OK ),,,71.18  ( OK ),0.00  ( OK ),74.49  ( OK ),0.00  ( OK ),71.28  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 13:30:00  CDT,0.00  ( OK ),,,71.19  ( OK ),0.00  ( OK ),74.54  ( OK ),0.00  ( OK ),71.30  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 13:45:00  CDT,0.00  ( OK ),,,71.35  ( OK ),0.00  ( OK ),74.56  ( OK ),0.00  ( OK ),71.32  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 14:00:00  CDT,0.00  ( OK ),,,71.50  ( OK ),0.00  ( OK ),74.61  ( OK ),0.00  ( OK ),71.39  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 14:15:00  CDT,0.00  ( OK ),,,71.52  ( OK ),0.00  ( OK ),74.70  ( OK ),0.00  ( OK ),71.56  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 14:30:00  CDT,0.00  ( OK ),,,71.59  ( OK ),0.00  ( OK ),74.78  ( OK ),0.00  ( OK ),71.67  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 14:45:00  CDT,0.00  ( OK ),,,71.76  ( OK ),0.00  ( OK ),74.86  ( OK ),0.00  ( OK ),71.62  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 15:00:00  CDT,0.00  ( OK ),,,71.81  ( OK ),0.00  ( OK ),74.89  ( OK ),0.00  ( OK ),71.77  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 15:15:00  CDT,0.00  ( OK ),,,71.90  ( OK ),0.00  ( OK ),74.91  ( OK ),0.00  ( OK ),71.74  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 15:30:00  CDT,0.00  ( OK ),,,72.04  ( OK ),0.00  ( OK ),74.95  ( OK ),0.00  ( OK ),71.82  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 15:45:00  CDT,0.00  ( OK ),,,71.97  ( OK ),0.00  ( OK ),74.99  ( OK ),0.00  ( OK ),71.94  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 16:00:00  CDT,0.00  ( OK ),,,71.98  ( OK ),0.00  ( OK ),75.00  ( OK ),0.00  ( OK ),71.98  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 16:15:00  CDT,0.00  ( OK ),,,72.00  ( OK ),0.00  ( OK ),74.99  ( OK ),0.00  ( OK ),71.99  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 16:30:00  CDT,0.00  ( OK ),,,72.13  ( OK ),0.00  ( OK ),75.01  ( OK ),0.00  ( OK ),72.03  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 16:45:00  CDT,0.00  ( OK ),,,72.25  ( OK ),0.00  ( OK ),75.05  ( OK ),0.00  ( OK ),72.10  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
Sun  Jun 15 17:00:00  CDT,0.00  ( OK ),,,72.37  ( OK ),0.00  ( OK ),75.07  ( OK ),0.00  ( OK ),72.12  ( OK ),65.00  ( Overridden ),0.00  ( OK ),0.00  ( OK ),,
