TT,Global_OAH-global-Percentage,Global_OAT-global-degree Fahrenheit,OAWB-global-degree Fahrenheit,
Sun  Apr 27 16:30:00  CDT,55.41  ( OK ),63.00  ( OK ),53.95  ( OK ),
Sun  Apr 27 16:45:00  CDT,54.74  ( OK ),62.83  ( OK ),53.62  ( OK ),
Sun  Apr 27 17:00:00  CDT,55.20  ( OK ),62.51  ( OK ),53.50  ( OK ),
Sun  Apr 27 17:15:00  CDT,56.51  ( OK ),62.10  ( OK ),53.40  ( OK ),
Sun  Apr 27 17:30:00  CDT,56.51  ( OK ),61.67  ( OK ),53.01  ( OK ),
Sun  Apr 27 17:45:00  CDT,56.89  ( OK ),61.31  ( OK ),52.81  ( OK ),
Sun  Apr 27 18:00:00  CDT,58.00  ( OK ),60.99  ( OK ),52.77  ( OK ),
Sun  Apr 27 18:15:00  CDT,58.94  ( OK ),60.88  ( OK ),52.90  ( OK ),
Sun  Apr 27 18:30:00  CDT,64.48  ( OK ),60.48  ( OK ),53.69  ( OK ),
Sun  Apr 27 18:45:00  CDT,80.31  ( OK ),56.98  ( OK ),53.50  ( OK ),
Sun  Apr 27 19:00:00  CDT,81.55  ( OK ),55.74  ( OK ),52.60  ( OK ),
Sun  Apr 27 19:15:00  CDT,79.60  ( OK ),55.72  ( OK ),52.23  ( OK ),
Sun  Apr 27 19:30:00  CDT,78.56  ( OK ),55.94  ( OK ),52.25  ( OK ),
Sun  Apr 27 19:45:00  CDT,79.15  ( OK ),55.61  ( OK ),52.09  ( OK ),
Sun  Apr 27 20:00:00  CDT,77.45  ( OK ),55.66  ( OK ),51.80  ( OK ),
Sun  Apr 27 20:15:00  CDT,76.45  ( OK ),55.57  ( OK ),51.50  ( OK ),
Sun  Apr 27 20:30:00  CDT,74.35  ( OK ),55.55  ( OK ),51.11  ( OK ),
Sun  Apr 27 20:45:00  CDT,72.93  ( OK ),55.57  ( OK ),50.90  ( OK ),
Sun  Apr 27 21:00:00  CDT,69.43  ( OK ),55.50  ( OK ),50.20  ( OK ),
Sun  Apr 27 21:15:00  CDT,68.80  ( OK ),55.37  ( OK ),49.95  ( OK ),
Sun  Apr 27 21:30:00  CDT,67.19  ( OK ),55.12  ( OK ),49.45  ( OK ),
Sun  Apr 27 21:45:00  CDT,66.69  ( OK ),54.89  ( OK ),49.10  ( OK ),
Sun  Apr 27 22:00:00  CDT,64.87  ( OK ),54.73  ( OK ),48.70  ( OK ),
Sun  Apr 27 22:15:00  CDT,65.78  ( OK ),54.43  ( OK ),48.60  ( OK ),
Sun  Apr 27 22:30:00  CDT,66.99  ( OK ),54.10  ( OK ),48.49  ( OK ),
Sun  Apr 27 22:45:00  CDT,67.69  ( OK ),53.68  ( OK ),48.21  ( OK ),
Sun  Apr 27 23:00:00  CDT,65.88  ( OK ),53.23  ( OK ),47.51  ( OK ),
Sun  Apr 27 23:15:00  CDT,64.88  ( OK ),53.14  ( OK ),47.29  ( OK ),
Sun  Apr 27 23:30:00  CDT,64.14  ( OK ),53.02  ( OK ),47.03  ( OK ),
Sun  Apr 27 23:45:00  CDT,64.47  ( OK ),52.91  ( OK ),47.00  ( OK ),
Mon  Apr 28 00:00:00  CDT,65.38  ( OK ),52.76  ( OK ),47.00  ( OK ),
Mon  Apr 28 00:15:00  CDT,67.20  ( OK ),52.47  ( OK ),47.08  ( OK ),
Mon  Apr 28 00:30:00  CDT,68.41  ( OK ),52.09  ( OK ),46.90  ( OK ),
Mon  Apr 28 00:45:00  CDT,74.85  ( OK ),51.69  ( OK ),47.63  ( OK ),
Mon  Apr 28 01:00:00  CDT,79.76  ( OK ),49.88  ( OK ),46.77  ( OK ),
Mon  Apr 28 01:15:00  CDT,81.76  ( OK ),48.92  ( OK ),46.20  ( OK ),
Mon  Apr 28 01:30:00  CDT,82.43  ( OK ),48.76  ( OK ),46.11  ( OK ),
Mon  Apr 28 01:45:00  CDT,82.28  ( OK ),48.81  ( OK ),46.20  ( OK ),
Mon  Apr 28 02:00:00  CDT,79.78  ( OK ),48.87  ( OK ),45.80  ( OK ),
Mon  Apr 28 02:15:00  CDT,77.75  ( OK ),49.15  ( OK ),45.80  ( OK ),
Mon  Apr 28 02:30:00  CDT,74.13  ( OK ),49.46  ( OK ),45.50  ( OK ),
Mon  Apr 28 02:45:00  CDT,73.11  ( OK ),49.79  ( OK ),45.60  ( OK ),
Mon  Apr 28 03:00:00  CDT,71.82  ( OK ),50.11  ( OK ),45.71  ( OK ),
Mon  Apr 28 03:15:00  CDT,71.14  ( OK ),50.10  ( OK ),45.60  ( OK ),
Mon  Apr 28 03:30:00  CDT,72.22  ( OK ),50.00  ( OK ),45.70  ( OK ),
Mon  Apr 28 03:45:00  CDT,72.33  ( OK ),49.90  ( OK ),45.60  ( OK ),
Mon  Apr 28 04:00:00  CDT,72.83  ( OK ),49.88  ( OK ),45.67  ( OK ),
Mon  Apr 28 04:15:00  CDT,72.13  ( OK ),49.99  ( OK ),45.62  ( OK ),
Mon  Apr 28 04:30:00  CDT,71.60  ( OK ),50.20  ( OK ),45.80  ( OK ),
Mon  Apr 28 04:45:00  CDT,72.94  ( OK ),50.28  ( OK ),46.04  ( OK ),
Mon  Apr 28 05:00:00  CDT,74.04  ( OK ),50.28  ( OK ),46.20  ( OK ),
Mon  Apr 28 05:15:00  CDT,76.36  ( OK ),50.07  ( OK ),46.40  ( OK ),
Mon  Apr 28 05:30:00  CDT,82.28  ( OK ),48.64  ( OK ),46.00  ( OK ),
Mon  Apr 28 05:45:00  CDT,85.45  ( OK ),47.46  ( OK ),45.35  ( OK ),
Mon  Apr 28 06:00:00  CDT,86.24  ( OK ),47.08  ( OK ),45.10  ( OK ),
Mon  Apr 28 06:15:00  CDT,86.29  ( OK ),47.15  ( OK ),45.20  ( OK ),
Mon  Apr 28 06:30:00  CDT,87.89  ( OK ),47.16  ( OK ),45.40  ( OK ),
Mon  Apr 28 06:45:00  CDT,89.10  ( OK ),46.90  ( OK ),45.30  ( OK ),
Mon  Apr 28 07:00:00  CDT,89.82  ( OK ),46.68  ( OK ),45.20  ( OK ),
Mon  Apr 28 07:15:00  CDT,90.19  ( OK ),46.70  ( OK ),45.31  ( OK ),
Mon  Apr 28 07:30:00  CDT,90.18  ( OK ),46.83  ( OK ),45.43  ( OK ),
Mon  Apr 28 07:45:00  CDT,90.17  ( OK ),47.07  ( OK ),45.65  ( OK ),
Mon  Apr 28 08:00:00  CDT,90.16  ( OK ),47.34  ( OK ),45.90  ( OK ),
Mon  Apr 28 08:15:00  CDT,90.15  ( OK ),47.35  ( OK ),45.91  ( OK ),
Mon  Apr 28 08:30:00  CDT,90.16  ( OK ),47.97  ( OK ),46.50  ( OK ),
Mon  Apr 28 08:45:00  CDT,90.16  ( OK ),48.31  ( OK ),46.90  ( OK ),
Mon  Apr 28 09:00:00  CDT,90.16  ( OK ),48.34  ( OK ),46.90  ( OK ),
Mon  Apr 28 09:15:00  CDT,89.74  ( OK ),48.53  ( OK ),47.01  ( OK ),
Mon  Apr 28 09:30:00  CDT,88.65  ( OK ),48.94  ( OK ),47.25  ( OK ),
Mon  Apr 28 09:45:00  CDT,87.17  ( OK ),49.10  ( OK ),47.20  ( OK ),
Mon  Apr 28 10:00:00  CDT,87.51  ( OK ),49.45  ( OK ),47.59  ( OK ),
Mon  Apr 28 10:15:00  CDT,86.13  ( OK ),50.14  ( OK ),48.00  ( OK ),
Mon  Apr 28 10:30:00  CDT,85.20  ( OK ),49.92  ( OK ),47.70  ( OK ),
Mon  Apr 28 10:45:00  CDT,85.36  ( OK ),49.48  ( OK ),47.27  ( OK ),
Mon  Apr 28 11:00:00  CDT,85.40  ( OK ),49.15  ( OK ),46.96  ( OK ),
Mon  Apr 28 11:15:00  CDT,85.85  ( OK ),48.95  ( OK ),46.81  ( OK ),
Mon  Apr 28 11:30:00  CDT,86.22  ( OK ),48.85  ( OK ),46.80  ( OK ),
Mon  Apr 28 11:45:00  CDT,86.74  ( OK ),49.56  ( OK ),47.55  ( OK ),
Mon  Apr 28 12:00:00  CDT,85.37  ( OK ),51.12  ( OK ),48.86  ( OK ),
Mon  Apr 28 12:15:00  CDT,85.26  ( OK ),52.54  ( OK ),50.20  ( OK ),
Mon  Apr 28 12:30:00  CDT,84.01  ( OK ),53.75  ( OK ),51.10  ( OK ),
Mon  Apr 28 12:45:00  CDT,84.11  ( OK ),54.15  ( OK ),51.50  ( OK ),
Mon  Apr 28 13:00:00  CDT,83.38  ( OK ),54.79  ( OK ),52.00  ( OK ),
Mon  Apr 28 13:15:00  CDT,82.94  ( OK ),55.60  ( OK ),52.65  ( OK ),
Mon  Apr 28 13:30:00  CDT,82.42  ( OK ),55.74  ( OK ),52.74  ( OK ),
Mon  Apr 28 13:45:00  CDT,82.77  ( OK ),55.37  ( OK ),52.44  ( OK ),
Mon  Apr 28 14:00:00  CDT,84.02  ( OK ),54.38  ( OK ),51.70  ( OK ),
Mon  Apr 28 14:15:00  CDT,84.00  ( OK ),54.58  ( OK ),51.90  ( OK ),
Mon  Apr 28 14:30:00  CDT,84.00  ( OK ),55.60  ( OK ),52.89  ( OK ),
Mon  Apr 28 14:45:00  CDT,83.71  ( OK ),56.37  ( OK ),53.56  ( OK ),
Mon  Apr 28 15:00:00  CDT,82.12  ( OK ),57.59  ( OK ),54.40  ( OK ),
Mon  Apr 28 15:15:00  CDT,81.54  ( OK ),58.71  ( OK ),55.40  ( OK ),
Mon  Apr 28 15:30:00  CDT,81.31  ( OK ),58.73  ( OK ),55.40  ( OK ),
Mon  Apr 28 15:45:00  CDT,81.58  ( OK ),59.83  ( OK ),56.49  ( OK ),
Mon  Apr 28 16:00:00  CDT,80.34  ( OK ),59.66  ( OK ),56.07  ( OK ),
Mon  Apr 28 16:15:00  CDT,81.34  ( OK ),58.50  ( OK ),55.20  ( OK ),
Mon  Apr 28 16:30:00  CDT,82.65  ( OK ),57.47  ( OK ),54.40  ( OK ),
Mon  Apr 28 16:45:00  CDT,83.25  ( OK ),57.11  ( OK ),54.20  ( OK ),
Mon  Apr 28 17:00:00  CDT,83.60  ( OK ),56.69  ( OK ),53.81  ( OK ),
Mon  Apr 28 17:15:00  CDT,84.62  ( OK ),56.13  ( OK ),53.50  ( OK ),
Mon  Apr 28 17:30:00  CDT,85.80  ( OK ),55.59  ( OK ),53.20  ( OK ),
Mon  Apr 28 17:45:00  CDT,87.52  ( OK ),55.16  ( OK ),53.08  ( OK ),
Mon  Apr 28 18:00:00  CDT,87.36  ( OK ),55.16  ( OK ),53.02  ( OK ),
Mon  Apr 28 18:15:00  CDT,87.52  ( OK ),54.97  ( OK ),52.90  ( OK ),
Mon  Apr 28 18:30:00  CDT,88.30  ( OK ),54.68  ( OK ),52.70  ( OK ),
Mon  Apr 28 18:45:00  CDT,87.81  ( OK ),54.70  ( OK ),52.65  ( OK ),
Mon  Apr 28 19:00:00  CDT,87.62  ( OK ),54.80  ( OK ),52.70  ( OK ),
Mon  Apr 28 19:15:00  CDT,87.35  ( OK ),54.68  ( OK ),52.50  ( OK ),
Mon  Apr 28 19:30:00  CDT,87.06  ( OK ),54.50  ( OK ),52.30  ( OK ),
Mon  Apr 28 19:45:00  CDT,87.01  ( OK ),54.33  ( OK ),52.20  ( OK ),
Mon  Apr 28 20:00:00  CDT,87.07  ( OK ),54.19  ( OK ),52.02  ( OK ),
Mon  Apr 28 20:15:00  CDT,87.06  ( OK ),54.05  ( OK ),51.90  ( OK ),
Mon  Apr 28 20:30:00  CDT,87.35  ( OK ),53.88  ( OK ),51.80  ( OK ),
Mon  Apr 28 20:45:00  CDT,87.07  ( OK ),54.08  ( OK ),51.93  ( OK ),
Mon  Apr 28 21:00:00  CDT,87.01  ( OK ),54.18  ( OK ),52.00  ( OK ),
Mon  Apr 28 21:15:00  CDT,87.01  ( OK ),54.12  ( OK ),52.00  ( OK ),
Mon  Apr 28 21:30:00  CDT,88.63  ( OK ),53.47  ( OK ),51.60  ( OK ),
Mon  Apr 28 21:45:00  CDT,89.91  ( OK ),52.96  ( OK ),51.32  ( OK ),
Mon  Apr 28 22:00:00  CDT,90.28  ( OK ),52.73  ( OK ),51.20  ( OK ),
Mon  Apr 28 22:15:00  CDT,90.22  ( OK ),52.33  ( OK ),50.80  ( OK ),
Mon  Apr 28 22:30:00  CDT,90.22  ( OK ),52.06  ( OK ),50.50  ( OK ),
Mon  Apr 28 22:45:00  CDT,90.31  ( OK ),51.63  ( OK ),50.10  ( OK ),
Mon  Apr 28 23:00:00  CDT,90.22  ( OK ),51.31  ( OK ),49.80  ( OK ),
Mon  Apr 28 23:15:00  CDT,90.22  ( OK ),51.16  ( OK ),49.62  ( OK ),
Mon  Apr 28 23:30:00  CDT,90.23  ( OK ),51.18  ( OK ),49.65  ( OK ),
Mon  Apr 28 23:45:00  CDT,90.22  ( OK ),51.35  ( OK ),49.80  ( OK ),
Tue  Apr 29 00:00:00  CDT,90.24  ( OK ),51.41  ( OK ),49.90  ( OK ),
Tue  Apr 29 00:15:00  CDT,90.26  ( OK ),51.38  ( OK ),49.85  ( OK ),
Tue  Apr 29 00:30:00  CDT,90.26  ( OK ),51.45  ( OK ),49.91  ( OK ),
Tue  Apr 29 00:45:00  CDT,90.25  ( OK ),51.69  ( OK ),50.13  ( OK ),
Tue  Apr 29 01:00:00  CDT,90.30  ( OK ),51.80  ( OK ),50.25  ( OK ),
Tue  Apr 29 01:15:00  CDT,90.21  ( OK ),51.84  ( OK ),50.30  ( OK ),
Tue  Apr 29 01:30:00  CDT,90.17  ( OK ),51.92  ( OK ),50.40  ( OK ),
Tue  Apr 29 01:45:00  CDT,90.13  ( OK ),51.80  ( OK ),50.30  ( OK ),
Tue  Apr 29 02:00:00  CDT,90.12  ( OK ),51.54  ( OK ),50.00  ( OK ),
Tue  Apr 29 02:15:00  CDT,90.11  ( OK ),51.47  ( OK ),49.90  ( OK ),
Tue  Apr 29 02:30:00  CDT,90.10  ( OK ),51.25  ( OK ),49.70  ( OK ),
Tue  Apr 29 02:45:00  CDT,90.10  ( OK ),51.36  ( OK ),49.80  ( OK ),
Tue  Apr 29 03:00:00  CDT,90.09  ( OK ),51.26  ( OK ),49.70  ( OK ),
Tue  Apr 29 03:15:00  CDT,90.09  ( OK ),51.22  ( OK ),49.70  ( OK ),
Tue  Apr 29 03:30:00  CDT,90.08  ( OK ),51.25  ( OK ),49.70  ( OK ),
Tue  Apr 29 03:45:00  CDT,90.08  ( OK ),51.23  ( OK ),49.70  ( OK ),
Tue  Apr 29 04:00:00  CDT,90.08  ( OK ),51.38  ( OK ),49.80  ( OK ),
Tue  Apr 29 04:15:00  CDT,90.08  ( OK ),51.38  ( OK ),49.80  ( OK ),
Tue  Apr 29 04:30:00  CDT,90.08  ( OK ),51.38  ( OK ),49.80  ( OK ),
Tue  Apr 29 04:45:00  CDT,90.08  ( OK ),51.59  ( OK ),50.00  ( OK ),
Tue  Apr 29 05:00:00  CDT,90.08  ( OK ),51.77  ( OK ),50.20  ( OK ),
Tue  Apr 29 05:15:00  CDT,90.08  ( OK ),52.03  ( OK ),50.50  ( OK ),
Tue  Apr 29 05:30:00  CDT,90.07  ( OK ),52.11  ( OK ),50.59  ( OK ),
Tue  Apr 29 05:45:00  CDT,90.08  ( OK ),52.14  ( OK ),50.60  ( OK ),
Tue  Apr 29 06:00:00  CDT,90.08  ( OK ),52.17  ( OK ),50.60  ( OK ),
Tue  Apr 29 06:15:00  CDT,90.08  ( OK ),52.16  ( OK ),50.60  ( OK ),
Tue  Apr 29 06:30:00  CDT,90.07  ( OK ),52.24  ( OK ),50.70  ( OK ),
Tue  Apr 29 06:45:00  CDT,90.08  ( OK ),52.35  ( OK ),50.80  ( OK ),
Tue  Apr 29 07:00:00  CDT,90.08  ( OK ),52.52  ( OK ),50.98  ( OK ),
Tue  Apr 29 07:15:00  CDT,90.08  ( OK ),52.80  ( OK ),51.20  ( OK ),
Tue  Apr 29 07:30:00  CDT,90.09  ( OK ),53.10  ( OK ),51.50  ( OK ),
Tue  Apr 29 07:45:00  CDT,90.09  ( OK ),53.31  ( OK ),51.71  ( OK ),
Tue  Apr 29 08:00:00  CDT,90.12  ( OK ),53.98  ( OK ),52.34  ( OK ),
Tue  Apr 29 08:15:00  CDT,90.11  ( OK ),54.28  ( OK ),52.62  ( OK ),
Tue  Apr 29 08:30:00  CDT,90.12  ( OK ),55.19  ( OK ),53.50  ( OK ),
Tue  Apr 29 08:45:00  CDT,90.13  ( OK ),55.82  ( OK ),54.20  ( OK ),
Tue  Apr 29 09:00:00  CDT,90.13  ( OK ),56.66  ( OK ),55.00  ( OK ),
Tue  Apr 29 09:15:00  CDT,89.87  ( OK ),56.76  ( OK ),55.00  ( OK ),
Tue  Apr 29 09:30:00  CDT,89.82  ( OK ),56.33  ( OK ),54.60  ( OK ),
Tue  Apr 29 09:45:00  CDT,90.12  ( OK ),56.43  ( OK ),54.77  ( OK ),
Tue  Apr 29 10:00:00  CDT,90.13  ( OK ),56.73  ( OK ),55.05  ( OK ),
Tue  Apr 29 10:15:00  CDT,90.00  ( OK ),57.74  ( OK ),56.00  ( OK ),
Tue  Apr 29 10:30:00  CDT,89.08  ( OK ),59.60  ( OK ),57.60  ( OK ),
Tue  Apr 29 10:45:00  CDT,87.61  ( OK ),60.77  ( OK ),58.50  ( OK ),
Tue  Apr 29 11:00:00  CDT,87.34  ( OK ),61.50  ( OK ),59.10  ( OK ),
Tue  Apr 29 11:15:00  CDT,87.20  ( OK ),60.52  ( OK ),58.20  ( OK ),
Tue  Apr 29 11:30:00  CDT,86.81  ( OK ),59.82  ( OK ),57.46  ( OK ),
Tue  Apr 29 11:45:00  CDT,88.85  ( OK ),59.10  ( OK ),57.11  ( OK ),
Tue  Apr 29 12:00:00  CDT,90.13  ( OK ),55.65  ( OK ),54.00  ( OK ),
Tue  Apr 29 12:15:00  CDT,90.12  ( OK ),54.58  ( OK ),52.91  ( OK ),
Tue  Apr 29 12:30:00  CDT,90.14  ( OK ),55.52  ( OK ),53.90  ( OK ),
Tue  Apr 29 12:45:00  CDT,90.17  ( OK ),57.19  ( OK ),55.49  ( OK ),
Tue  Apr 29 13:00:00  CDT,90.17  ( OK ),57.49  ( OK ),55.77  ( OK ),
Tue  Apr 29 13:15:00  CDT,90.20  ( OK ),58.56  ( OK ),56.80  ( OK ),
Tue  Apr 29 13:30:00  CDT,90.18  ( OK ),56.95  ( OK ),55.27  ( OK ),
Tue  Apr 29 13:45:00  CDT,90.18  ( OK ),56.62  ( OK ),54.97  ( OK ),
Tue  Apr 29 14:00:00  CDT,90.19  ( OK ),56.58  ( OK ),54.90  ( OK ),
Tue  Apr 29 14:15:00  CDT,85.66  ( OK ),57.60  ( OK ),55.10  ( OK ),
Tue  Apr 29 14:30:00  CDT,80.78  ( OK ),58.75  ( OK ),55.80  ( OK ),
Tue  Apr 29 14:45:00  CDT,80.46  ( OK ),59.90  ( OK ),56.31  ( OK ),
Tue  Apr 29 15:00:00  CDT,80.08  ( OK ),58.26  ( OK ),54.70  ( OK ),
Tue  Apr 29 15:15:00  CDT,78.30  ( OK ),59.92  ( OK ),55.90  ( OK ),
Tue  Apr 29 15:30:00  CDT,79.67  ( OK ),59.84  ( OK ),56.13  ( OK ),
Tue  Apr 29 15:45:00  CDT,77.62  ( OK ),61.14  ( OK ),56.90  ( OK ),
Tue  Apr 29 16:00:00  CDT,76.40  ( OK ),60.15  ( OK ),55.77  ( OK ),
Tue  Apr 29 16:15:00  CDT,78.24  ( OK ),60.11  ( OK ),56.10  ( OK ),
Tue  Apr 29 16:30:00  CDT,77.53  ( OK ),59.66  ( OK ),55.50  ( OK ),
Tue  Apr 29 16:45:00  CDT,77.06  ( OK ),59.56  ( OK ),55.31  ( OK ),
Tue  Apr 29 17:00:00  CDT,75.18  ( OK ),60.52  ( OK ),55.90  ( OK ),
Tue  Apr 29 17:15:00  CDT,75.76  ( OK ),60.75  ( OK ),56.20  ( OK ),
Tue  Apr 29 17:30:00  CDT,76.07  ( OK ),60.23  ( OK ),55.77  ( OK ),
Tue  Apr 29 17:45:00  CDT,76.76  ( OK ),59.94  ( OK ),55.62  ( OK ),
Tue  Apr 29 18:00:00  CDT,77.14  ( OK ),59.63  ( OK ),55.41  ( OK ),
Tue  Apr 29 18:15:00  CDT,76.96  ( OK ),59.50  ( OK ),55.22  ( OK ),
Tue  Apr 29 18:30:00  CDT,77.46  ( OK ),59.26  ( OK ),55.10  ( OK ),
Tue  Apr 29 18:45:00  CDT,78.06  ( OK ),58.99  ( OK ),55.00  ( OK ),
Tue  Apr 29 19:00:00  CDT,77.66  ( OK ),58.65  ( OK ),54.60  ( OK ),
Tue  Apr 29 19:15:00  CDT,78.66  ( OK ),58.40  ( OK ),54.51  ( OK ),
Tue  Apr 29 19:30:00  CDT,82.36  ( OK ),57.69  ( OK ),54.56  ( OK ),
Tue  Apr 29 19:45:00  CDT,85.69  ( OK ),56.15  ( OK ),53.70  ( OK ),
Tue  Apr 29 20:00:00  CDT,86.57  ( OK ),55.30  ( OK ),53.10  ( OK ),
Tue  Apr 29 20:15:00  CDT,87.67  ( OK ),54.87  ( OK ),52.80  ( OK ),
Tue  Apr 29 20:30:00  CDT,88.07  ( OK ),54.40  ( OK ),52.40  ( OK ),
Tue  Apr 29 20:45:00  CDT,89.10  ( OK ),54.22  ( OK ),52.44  ( OK ),
Tue  Apr 29 21:00:00  CDT,89.77  ( OK ),54.23  ( OK ),52.58  ( OK ),
Tue  Apr 29 21:15:00  CDT,89.46  ( OK ),53.94  ( OK ),52.20  ( OK ),
Tue  Apr 29 21:30:00  CDT,89.77  ( OK ),53.54  ( OK ),51.90  ( OK ),
Tue  Apr 29 21:45:00  CDT,90.12  ( OK ),53.30  ( OK ),51.71  ( OK ),
Tue  Apr 29 22:00:00  CDT,90.55  ( OK ),53.54  ( OK ),52.00  ( OK ),
Tue  Apr 29 22:15:00  CDT,90.50  ( OK ),53.38  ( OK ),51.80  ( OK ),
Tue  Apr 29 22:30:00  CDT,90.48  ( OK ),53.12  ( OK ),51.60  ( OK ),
Tue  Apr 29 22:45:00  CDT,90.45  ( OK ),52.90  ( OK ),51.40  ( OK ),
Tue  Apr 29 23:00:00  CDT,90.44  ( OK ),53.06  ( OK ),51.50  ( OK ),
Tue  Apr 29 23:15:00  CDT,90.34  ( OK ),53.15  ( OK ),51.60  ( OK ),
Tue  Apr 29 23:30:00  CDT,90.38  ( OK ),53.18  ( OK ),51.60  ( OK ),
Tue  Apr 29 23:45:00  CDT,90.33  ( OK ),53.12  ( OK ),51.60  ( OK ),
Wed  Apr 30 00:00:00  CDT,90.21  ( OK ),53.10  ( OK ),51.55  ( OK ),
Wed  Apr 30 00:15:00  CDT,90.04  ( OK ),53.06  ( OK ),51.46  ( OK ),
Wed  Apr 30 00:30:00  CDT,90.07  ( OK ),53.07  ( OK ),51.48  ( OK ),
Wed  Apr 30 00:45:00  CDT,89.80  ( OK ),53.05  ( OK ),51.40  ( OK ),
Wed  Apr 30 01:00:00  CDT,89.69  ( OK ),52.99  ( OK ),51.30  ( OK ),
Wed  Apr 30 01:15:00  CDT,89.57  ( OK ),52.94  ( OK ),51.30  ( OK ),
Wed  Apr 30 01:30:00  CDT,89.44  ( OK ),52.93  ( OK ),51.24  ( OK ),
Wed  Apr 30 01:45:00  CDT,89.22  ( OK ),52.99  ( OK ),51.22  ( OK ),
Wed  Apr 30 02:00:00  CDT,88.68  ( OK ),52.97  ( OK ),51.13  ( OK ),
Wed  Apr 30 02:15:00  CDT,87.95  ( OK ),52.86  ( OK ),50.90  ( OK ),
Wed  Apr 30 02:30:00  CDT,87.71  ( OK ),52.70  ( OK ),50.70  ( OK ),
Wed  Apr 30 02:45:00  CDT,87.36  ( OK ),52.54  ( OK ),50.51  ( OK ),
Wed  Apr 30 03:00:00  CDT,87.06  ( OK ),52.50  ( OK ),50.47  ( OK ),
Wed  Apr 30 03:15:00  CDT,86.88  ( OK ),52.44  ( OK ),50.36  ( OK ),
Wed  Apr 30 03:30:00  CDT,87.43  ( OK ),52.44  ( OK ),50.43  ( OK ),
Wed  Apr 30 03:45:00  CDT,87.95  ( OK ),52.42  ( OK ),50.50  ( OK ),
Wed  Apr 30 04:00:00  CDT,87.71  ( OK ),52.28  ( OK ),50.30  ( OK ),
Wed  Apr 30 04:15:00  CDT,87.64  ( OK ),51.90  ( OK ),50.00  ( OK ),
Wed  Apr 30 04:30:00  CDT,88.10  ( OK ),51.58  ( OK ),49.70  ( OK ),
Wed  Apr 30 04:45:00  CDT,88.04  ( OK ),51.44  ( OK ),49.60  ( OK ),
Wed  Apr 30 05:00:00  CDT,88.41  ( OK ),51.24  ( OK ),49.43  ( OK ),
Wed  Apr 30 05:15:00  CDT,88.73  ( OK ),51.61  ( OK ),49.90  ( OK ),
Wed  Apr 30 05:30:00  CDT,88.52  ( OK ),51.78  ( OK ),49.98  ( OK ),
Wed  Apr 30 05:45:00  CDT,88.30  ( OK ),51.81  ( OK ),50.00  ( OK ),
Wed  Apr 30 06:00:00  CDT,88.33  ( OK ),51.88  ( OK ),50.00  ( OK ),
Wed  Apr 30 06:15:00  CDT,87.99  ( OK ),51.85  ( OK ),49.97  ( OK ),
Wed  Apr 30 06:30:00  CDT,87.78  ( OK ),51.99  ( OK ),50.02  ( OK ),
Wed  Apr 30 06:45:00  CDT,87.41  ( OK ),52.26  ( OK ),50.29  ( OK ),
Wed  Apr 30 07:00:00  CDT,87.37  ( OK ),52.55  ( OK ),50.51  ( OK ),
Wed  Apr 30 07:15:00  CDT,87.42  ( OK ),52.56  ( OK ),50.54  ( OK ),
Wed  Apr 30 07:30:00  CDT,86.98  ( OK ),53.42  ( OK ),51.30  ( OK ),
Wed  Apr 30 07:45:00  CDT,86.98  ( OK ),53.62  ( OK ),51.50  ( OK ),
Wed  Apr 30 08:00:00  CDT,86.65  ( OK ),53.96  ( OK ),51.77  ( OK ),
Wed  Apr 30 08:15:00  CDT,87.74  ( OK ),53.47  ( OK ),51.49  ( OK ),
Wed  Apr 30 08:30:00  CDT,88.48  ( OK ),53.13  ( OK ),51.30  ( OK ),
Wed  Apr 30 08:45:00  CDT,88.27  ( OK ),53.61  ( OK ),51.70  ( OK ),
Wed  Apr 30 09:00:00  CDT,87.78  ( OK ),54.02  ( OK ),52.01  ( OK ),
Wed  Apr 30 09:15:00  CDT,86.69  ( OK ),55.20  ( OK ),52.93  ( OK ),
Wed  Apr 30 09:30:00  CDT,86.08  ( OK ),55.80  ( OK ),53.40  ( OK ),
Wed  Apr 30 09:45:00  CDT,85.38  ( OK ),55.74  ( OK ),53.28  ( OK ),
Wed  Apr 30 10:00:00  CDT,85.33  ( OK ),55.17  ( OK ),52.70  ( OK ),
Wed  Apr 30 10:15:00  CDT,85.65  ( OK ),54.62  ( OK ),52.25  ( OK ),
Wed  Apr 30 10:30:00  CDT,85.86  ( OK ),53.74  ( OK ),51.40  ( OK ),
Wed  Apr 30 10:45:00  CDT,87.46  ( OK ),53.45  ( OK ),51.40  ( OK ),
Wed  Apr 30 11:00:00  CDT,85.10  ( OK ),54.78  ( OK ),52.29  ( OK ),
Wed  Apr 30 11:15:00  CDT,82.59  ( OK ),55.81  ( OK ),52.87  ( OK ),
Wed  Apr 30 11:30:00  CDT,81.81  ( OK ),56.02  ( OK ),52.90  ( OK ),
Wed  Apr 30 11:45:00  CDT,80.71  ( OK ),56.69  ( OK ),53.30  ( OK ),
Wed  Apr 30 12:00:00  CDT,79.03  ( OK ),57.38  ( OK ),53.67  ( OK ),
Wed  Apr 30 12:15:00  CDT,77.22  ( OK ),57.69  ( OK ),53.60  ( OK ),
Wed  Apr 30 12:30:00  CDT,78.54  ( OK ),56.96  ( OK ),53.21  ( OK ),
