TT,Global_OAH-global-Percentage,Global_OAT-global-degree Fahrenheit,OAWB-global-degree Fahrenheit,
Mon  Feb 24 12:15:00  CST,64.90  ( OK ),23.46  ( OK ),,
Mon  Feb 24 12:30:00  CST,65.99  ( OK ),23.34  ( OK ),,
Mon  Feb 24 12:45:00  CST,67.41  ( OK ),23.46  ( OK ),,
Mon  Feb 24 13:00:00  CST,65.51  ( OK ),23.69  ( OK ),,
Mon  Feb 24 13:15:00  CST,67.01  ( OK ),23.65  ( OK ),,
Mon  Feb 24 13:30:00  CST,67.81  ( OK ),23.68  ( OK ),,
Mon  Feb 24 13:45:00  CST,66.71  ( OK ),23.91  ( OK ),,
Mon  Feb 24 14:00:00  CST,63.49  ( OK ),24.38  ( OK ),,
Mon  Feb 24 14:15:00  CST,66.71  ( OK ),24.58  ( OK ),,
Mon  Feb 24 14:30:00  CST,67.11  ( OK ),24.74  ( OK ),,
Mon  Feb 24 14:45:00  CST,67.71  ( OK ),24.71  ( OK ),,
Mon  Feb 24 15:00:00  CST,65.74  ( OK ),25.27  ( OK ),,
Mon  Feb 24 15:15:00  CST,66.00  ( OK ),25.41  ( OK ),,
Mon  Feb 24 15:30:00  CST,63.49  ( OK ),25.72  ( OK ),,
Mon  Feb 24 15:45:00  CST,63.89  ( OK ),25.71  ( OK ),,
Mon  Feb 24 16:00:00  CST,66.21  ( OK ),25.63  ( OK ),,
Mon  Feb 24 16:15:00  CST,66.31  ( OK ),25.30  ( OK ),,
Mon  Feb 24 16:30:00  CST,67.51  ( OK ),24.68  ( OK ),,
Mon  Feb 24 16:45:00  CST,69.32  ( OK ),24.13  ( OK ),,
Mon  Feb 24 17:00:00  CST,71.83  ( OK ),23.72  ( OK ),,
Mon  Feb 24 17:15:00  CST,73.14  ( OK ),23.44  ( OK ),,
Mon  Feb 24 17:30:00  CST,73.63  ( OK ),23.07  ( OK ),,
Mon  Feb 24 17:45:00  CST,73.45  ( OK ),22.85  ( OK ),,
Mon  Feb 24 18:00:00  CST,73.95  ( OK ),22.77  ( OK ),,
Mon  Feb 24 18:15:00  CST,74.76  ( OK ),22.48  ( OK ),,
Mon  Feb 24 18:30:00  CST,75.82  ( OK ),22.14  ( OK ),,
Mon  Feb 24 18:45:00  CST,75.95  ( OK ),22.23  ( OK ),,
Mon  Feb 24 19:00:00  CST,76.47  ( OK ),22.03  ( OK ),,
Mon  Feb 24 19:15:00  CST,76.47  ( OK ),22.16  ( OK ),,
Mon  Feb 24 19:30:00  CST,75.89  ( OK ),22.30  ( OK ),,
Mon  Feb 24 19:45:00  CST,76.38  ( OK ),22.33  ( OK ),,
Mon  Feb 24 20:00:00  CST,76.88  ( OK ),22.25  ( OK ),,
Mon  Feb 24 20:15:00  CST,77.17  ( OK ),22.18  ( OK ),,
Mon  Feb 24 20:30:00  CST,76.88  ( OK ),22.14  ( OK ),,
Mon  Feb 24 20:45:00  CST,77.43  ( OK ),22.02  ( OK ),,
Mon  Feb 24 21:00:00  CST,77.18  ( OK ),22.04  ( OK ),,
Mon  Feb 24 21:15:00  CST,78.48  ( OK ),21.99  ( OK ),,
Mon  Feb 24 21:30:00  CST,77.19  ( OK ),21.93  ( OK ),,
Mon  Feb 24 21:45:00  CST,76.80  ( OK ),21.85  ( OK ),,
Mon  Feb 24 22:00:00  CST,73.79  ( OK ),21.81  ( OK ),,
Mon  Feb 24 22:15:00  CST,73.79  ( OK ),21.79  ( OK ),,
Mon  Feb 24 22:30:00  CST,73.80  ( OK ),21.78  ( OK ),,
Mon  Feb 24 22:45:00  CST,74.19  ( OK ),21.71  ( OK ),,
Mon  Feb 24 23:00:00  CST,74.59  ( OK ),21.72  ( OK ),,
Mon  Feb 24 23:15:00  CST,74.08  ( OK ),21.66  ( OK ),,
Mon  Feb 24 23:30:00  CST,75.39  ( OK ),21.67  ( OK ),,
Mon  Feb 24 23:45:00  CST,75.49  ( OK ),21.64  ( OK ),,
Tue  Feb 25 00:00:00  CST,75.69  ( OK ),21.46  ( OK ),,
Tue  Feb 25 00:15:00  CST,75.89  ( OK ),21.42  ( OK ),,
Tue  Feb 25 00:30:00  CST,76.50  ( OK ),21.23  ( OK ),,
Tue  Feb 25 00:45:00  CST,76.09  ( OK ),21.15  ( OK ),,
Tue  Feb 25 01:00:00  CST,76.90  ( OK ),21.07  ( OK ),,
Tue  Feb 25 01:15:00  CST,76.56  ( OK ),20.95  ( OK ),,
Tue  Feb 25 01:30:00  CST,76.30  ( OK ),21.08  ( OK ),,
Tue  Feb 25 01:45:00  CST,75.80  ( OK ),21.09  ( OK ),,
Tue  Feb 25 02:00:00  CST,75.50  ( OK ),20.85  ( OK ),,
Tue  Feb 25 02:15:00  CST,76.50  ( OK ),20.71  ( OK ),,
Tue  Feb 25 02:30:00  CST,76.61  ( OK ),20.44  ( OK ),,
Tue  Feb 25 02:45:00  CST,77.40  ( OK ),20.13  ( OK ),,
Tue  Feb 25 03:00:00  CST,77.60  ( OK ),19.87  ( OK ),,
Tue  Feb 25 03:15:00  CST,77.50  ( OK ),19.66  ( OK ),,
Tue  Feb 25 03:30:00  CST,77.60  ( OK ),19.58  ( OK ),,
Tue  Feb 25 03:45:00  CST,77.32  ( OK ),19.56  ( OK ),,
Tue  Feb 25 04:00:00  CST,78.21  ( OK ),19.07  ( OK ),,
Tue  Feb 25 04:15:00  CST,78.91  ( OK ),18.62  ( OK ),,
Tue  Feb 25 04:30:00  CST,79.73  ( OK ),18.20  ( OK ),,
Tue  Feb 25 04:45:00  CST,80.73  ( OK ),17.76  ( OK ),,
Tue  Feb 25 05:00:00  CST,81.13  ( OK ),17.77  ( OK ),,
Tue  Feb 25 05:15:00  CST,80.79  ( OK ),17.95  ( OK ),,
Tue  Feb 25 05:30:00  CST,80.74  ( OK ),18.13  ( OK ),,
Tue  Feb 25 05:45:00  CST,81.19  ( OK ),18.03  ( OK ),,
Tue  Feb 25 06:00:00  CST,80.74  ( OK ),18.13  ( OK ),,
Tue  Feb 25 06:15:00  CST,80.79  ( OK ),17.69  ( OK ),,
Tue  Feb 25 06:30:00  CST,81.74  ( OK ),17.06  ( OK ),,
Tue  Feb 25 06:45:00  CST,82.16  ( OK ),16.37  ( OK ),,
Tue  Feb 25 07:00:00  CST,82.35  ( OK ),15.92  ( OK ),,
Tue  Feb 25 07:15:00  CST,82.60  ( OK ),15.85  ( OK ),,
Tue  Feb 25 07:30:00  CST,82.65  ( OK ),15.93  ( OK ),,
Tue  Feb 25 07:45:00  CST,82.62  ( OK ),16.00  ( OK ),,
Tue  Feb 25 08:00:00  CST,82.42  ( OK ),16.41  ( OK ),,
Tue  Feb 25 08:15:00  CST,81.57  ( OK ),16.84  ( OK ),,
Tue  Feb 25 08:30:00  CST,81.18  ( OK ),17.01  ( OK ),,
Tue  Feb 25 08:45:00  CST,80.67  ( OK ),17.44  ( OK ),,
Tue  Feb 25 09:00:00  CST,80.73  ( OK ),17.69  ( OK ),,
Tue  Feb 25 09:15:00  CST,79.74  ( OK ),18.15  ( OK ),,
Tue  Feb 25 09:30:00  CST,78.14  ( OK ),18.49  ( OK ),,
Tue  Feb 25 09:45:00  CST,78.59  ( OK ),19.06  ( OK ),,
Tue  Feb 25 10:00:00  CST,78.04  ( OK ),19.24  ( OK ),,
Tue  Feb 25 10:15:00  CST,77.19  ( OK ),19.74  ( OK ),,
Tue  Feb 25 10:30:00  CST,77.19  ( OK ),20.27  ( OK ),,
Tue  Feb 25 10:45:00  CST,77.40  ( OK ),21.07  ( OK ),,
Tue  Feb 25 11:00:00  CST,77.60  ( OK ),21.62  ( OK ),,
Tue  Feb 25 11:15:00  CST,76.29  ( OK ),21.83  ( OK ),,
Tue  Feb 25 11:30:00  CST,75.91  ( OK ),22.12  ( OK ),,
Tue  Feb 25 11:45:00  CST,73.59  ( OK ),22.67  ( OK ),,
Tue  Feb 25 12:00:00  CST,72.90  ( OK ),22.79  ( OK ),,
Tue  Feb 25 12:15:00  CST,74.00  ( OK ),23.24  ( OK ),,
Tue  Feb 25 12:30:00  CST,72.40  ( OK ),23.45  ( OK ),,
Tue  Feb 25 12:45:00  CST,72.12  ( OK ),23.24  ( OK ),,
Tue  Feb 25 13:00:00  CST,72.70  ( OK ),23.60  ( OK ),,
Tue  Feb 25 13:15:00  CST,69.38  ( OK ),24.28  ( OK ),,
Tue  Feb 25 13:30:00  CST,68.98  ( OK ),24.81  ( OK ),,
Tue  Feb 25 13:45:00  CST,68.71  ( OK ),25.03  ( OK ),,
Tue  Feb 25 14:00:00  CST,66.96  ( OK ),24.80  ( OK ),,
Tue  Feb 25 14:15:00  CST,62.94  ( OK ),24.68  ( OK ),,
Tue  Feb 25 14:30:00  CST,65.30  ( OK ),24.90  ( OK ),,
Tue  Feb 25 14:45:00  CST,65.77  ( OK ),24.41  ( OK ),,
Tue  Feb 25 15:00:00  CST,61.00  ( OK ),24.14  ( OK ),,
Tue  Feb 25 15:15:00  CST,59.12  ( OK ),23.47  ( OK ),,
Tue  Feb 25 15:30:00  CST,60.83  ( OK ),22.35  ( OK ),,
Tue  Feb 25 15:45:00  CST,58.16  ( OK ),21.66  ( OK ),,
Tue  Feb 25 16:00:00  CST,62.82  ( OK ),21.47  ( OK ),,
Tue  Feb 25 16:15:00  CST,60.78  ( OK ),20.69  ( OK ),,
Tue  Feb 25 16:30:00  CST,61.24  ( OK ),20.23  ( OK ),,
Tue  Feb 25 16:45:00  CST,59.53  ( OK ),19.80  ( OK ),,
Tue  Feb 25 17:00:00  CST,63.28  ( OK ),19.09  ( OK ),,
Tue  Feb 25 17:15:00  CST,64.08  ( OK ),18.61  ( OK ),,
Tue  Feb 25 17:30:00  CST,66.19  ( OK ),18.19  ( OK ),,
Tue  Feb 25 17:45:00  CST,68.20  ( OK ),17.46  ( OK ),,
Tue  Feb 25 18:00:00  CST,66.49  ( OK ),16.67  ( OK ),,
Tue  Feb 25 18:15:00  CST,69.42  ( OK ),16.54  ( OK ),,
Tue  Feb 25 18:30:00  CST,68.11  ( OK ),16.19  ( OK ),,
Tue  Feb 25 18:45:00  CST,66.80  ( OK ),15.49  ( OK ),,
Tue  Feb 25 19:00:00  CST,69.81  ( OK ),15.01  ( OK ),,
Tue  Feb 25 19:15:00  CST,72.64  ( OK ),14.71  ( OK ),,
Tue  Feb 25 19:30:00  CST,73.66  ( OK ),14.21  ( OK ),,
Tue  Feb 25 19:45:00  CST,73.16  ( OK ),13.95  ( OK ),,
Tue  Feb 25 20:00:00  CST,71.80  ( OK ),13.57  ( OK ),,
Tue  Feb 25 20:15:00  CST,73.97  ( OK ),13.14  ( OK ),,
Tue  Feb 25 20:30:00  CST,76.49  ( OK ),12.64  ( OK ),,
Tue  Feb 25 20:45:00  CST,76.30  ( OK ),12.24  ( OK ),,
Tue  Feb 25 21:00:00  CST,74.90  ( OK ),11.71  ( OK ),,
Tue  Feb 25 21:15:00  CST,75.82  ( OK ),11.44  ( OK ),,
Tue  Feb 25 21:30:00  CST,75.89  ( OK ),11.21  ( OK ),,
Tue  Feb 25 21:45:00  CST,75.77  ( OK ),10.92  ( OK ),,
Tue  Feb 25 22:00:00  CST,75.95  ( OK ),10.52  ( OK ),,
Tue  Feb 25 22:15:00  CST,76.93  ( OK ),10.17  ( OK ),,
Tue  Feb 25 22:30:00  CST,76.50  ( OK ),9.82  ( OK ),,
Tue  Feb 25 22:45:00  CST,76.55  ( OK ),9.52  ( OK ),,
Tue  Feb 25 23:00:00  CST,77.10  ( OK ),9.35  ( OK ),,
Tue  Feb 25 23:15:00  CST,76.86  ( OK ),8.95  ( OK ),,
Tue  Feb 25 23:30:00  CST,77.73  ( OK ),8.62  ( OK ),,
Tue  Feb 25 23:45:00  CST,77.89  ( OK ),8.24  ( OK ),,
Wed  Feb 26 00:00:00  CST,78.29  ( OK ),8.06  ( OK ),,
Wed  Feb 26 00:15:00  CST,79.40  ( OK ),7.76  ( OK ),,
Wed  Feb 26 00:30:00  CST,79.73  ( OK ),7.44  ( OK ),,
Wed  Feb 26 00:45:00  CST,79.92  ( OK ),7.26  ( OK ),,
Wed  Feb 26 01:00:00  CST,80.22  ( OK ),7.05  ( OK ),,
Wed  Feb 26 01:15:00  CST,80.35  ( OK ),6.88  ( OK ),,
Wed  Feb 26 01:30:00  CST,80.64  ( OK ),6.69  ( OK ),,
Wed  Feb 26 01:45:00  CST,80.43  ( OK ),6.78  ( OK ),,
Wed  Feb 26 02:00:00  CST,80.82  ( OK ),6.33  ( OK ),,
Wed  Feb 26 02:15:00  CST,80.77  ( OK ),6.39  ( OK ),,
Wed  Feb 26 02:30:00  CST,81.21  ( OK ),6.19  ( OK ),,
Wed  Feb 26 02:45:00  CST,81.34  ( OK ),5.94  ( OK ),,
Wed  Feb 26 03:00:00  CST,81.72  ( OK ),5.74  ( OK ),,
Wed  Feb 26 03:15:00  CST,81.88  ( OK ),5.58  ( OK ),,
Wed  Feb 26 03:30:00  CST,81.88  ( OK ),5.41  ( OK ),,
Wed  Feb 26 03:45:00  CST,82.22  ( OK ),5.13  ( OK ),,
Wed  Feb 26 04:00:00  CST,82.27  ( OK ),5.08  ( OK ),,
Wed  Feb 26 04:15:00  CST,82.22  ( OK ),5.10  ( OK ),,
Wed  Feb 26 04:30:00  CST,82.22  ( OK ),4.97  ( OK ),,
Wed  Feb 26 04:45:00  CST,82.38  ( OK ),4.77  ( OK ),,
Wed  Feb 26 05:00:00  CST,83.21  ( OK ),4.50  ( OK ),,
Wed  Feb 26 05:15:00  CST,83.30  ( OK ),4.35  ( OK ),,
Wed  Feb 26 05:30:00  CST,83.71  ( OK ),4.15  ( OK ),,
Wed  Feb 26 05:45:00  CST,83.63  ( OK ),4.09  ( OK ),,
Wed  Feb 26 06:00:00  CST,83.55  ( OK ),4.02  ( OK ),,
Wed  Feb 26 06:15:00  CST,84.33  ( OK ),3.57  ( OK ),,
Wed  Feb 26 06:30:00  CST,84.90  ( OK ),3.05  ( OK ),,
Wed  Feb 26 06:45:00  CST,84.88  ( OK ),2.82  ( OK ),,
Wed  Feb 26 07:00:00  CST,84.92  ( OK ),2.79  ( OK ),,
Wed  Feb 26 07:15:00  CST,84.48  ( OK ),2.82  ( OK ),,
Wed  Feb 26 07:30:00  CST,84.03  ( OK ),3.22  ( OK ),,
Wed  Feb 26 07:45:00  CST,83.54  ( OK ),3.70  ( OK ),,
Wed  Feb 26 08:00:00  CST,83.32  ( OK ),4.02  ( OK ),,
Wed  Feb 26 08:15:00  CST,82.08  ( OK ),4.36  ( OK ),,
Wed  Feb 26 08:30:00  CST,82.19  ( OK ),4.73  ( OK ),,
Wed  Feb 26 08:45:00  CST,81.21  ( OK ),5.15  ( OK ),,
Wed  Feb 26 09:00:00  CST,80.69  ( OK ),5.54  ( OK ),,
Wed  Feb 26 09:15:00  CST,78.66  ( OK ),6.01  ( OK ),,
Wed  Feb 26 09:30:00  CST,77.66  ( OK ),6.64  ( OK ),,
Wed  Feb 26 09:45:00  CST,74.76  ( OK ),7.14  ( OK ),,
Wed  Feb 26 10:00:00  CST,73.86  ( OK ),7.56  ( OK ),,
Wed  Feb 26 10:15:00  CST,73.64  ( OK ),7.88  ( OK ),,
Wed  Feb 26 10:30:00  CST,72.46  ( OK ),8.41  ( OK ),,
Wed  Feb 26 10:45:00  CST,74.99  ( OK ),8.81  ( OK ),,
Wed  Feb 26 11:00:00  CST,74.26  ( OK ),8.90  ( OK ),,
Wed  Feb 26 11:15:00  CST,72.84  ( OK ),9.46  ( OK ),,
Wed  Feb 26 11:30:00  CST,71.17  ( OK ),9.79  ( OK ),,
Wed  Feb 26 11:45:00  CST,72.02  ( OK ),10.00  ( OK ),,
Wed  Feb 26 12:00:00  CST,70.04  ( OK ),10.50  ( OK ),,
Wed  Feb 26 12:15:00  CST,70.25  ( OK ),10.68  ( OK ),,
Wed  Feb 26 12:30:00  CST,68.73  ( OK ),11.20  ( OK ),,
Wed  Feb 26 12:45:00  CST,68.54  ( OK ),12.11  ( OK ),,
Wed  Feb 26 13:00:00  CST,68.04  ( OK ),13.15  ( OK ),,
Wed  Feb 26 13:15:00  CST,66.33  ( OK ),13.19  ( OK ),,
Wed  Feb 26 13:30:00  CST,65.73  ( OK ),13.88  ( OK ),,
Wed  Feb 26 13:45:00  CST,67.14  ( OK ),13.83  ( OK ),,
Wed  Feb 26 14:00:00  CST,65.72  ( OK ),13.56  ( OK ),,
Wed  Feb 26 14:15:00  CST,65.96  ( OK ),14.28  ( OK ),,
Wed  Feb 26 14:30:00  CST,65.62  ( OK ),15.24  ( OK ),,
Wed  Feb 26 14:45:00  CST,64.93  ( OK ),15.63  ( OK ),,
Wed  Feb 26 15:00:00  CST,64.63  ( OK ),15.40  ( OK ),,
Wed  Feb 26 15:15:00  CST,64.69  ( OK ),15.10  ( OK ),,
Wed  Feb 26 15:30:00  CST,67.55  ( OK ),15.28  ( OK ),,
Wed  Feb 26 15:45:00  CST,63.84  ( OK ),14.93  ( OK ),,
Wed  Feb 26 16:00:00  CST,64.53  ( OK ),14.96  ( OK ),,
Wed  Feb 26 16:15:00  CST,66.08  ( OK ),14.70  ( OK ),,
Wed  Feb 26 16:30:00  CST,68.15  ( OK ),14.50  ( OK ),,
Wed  Feb 26 16:45:00  CST,68.55  ( OK ),14.23  ( OK ),,
Wed  Feb 26 17:00:00  CST,67.14  ( OK ),14.10  ( OK ),,
Wed  Feb 26 17:15:00  CST,67.34  ( OK ),13.69  ( OK ),,
Wed  Feb 26 17:30:00  CST,68.70  ( OK ),13.43  ( OK ),,
Wed  Feb 26 17:45:00  CST,68.59  ( OK ),13.48  ( OK ),,
Wed  Feb 26 18:00:00  CST,70.25  ( OK ),13.49  ( OK ),,
Wed  Feb 26 18:15:00  CST,70.24  ( OK ),13.50  ( OK ),,
Wed  Feb 26 18:30:00  CST,71.25  ( OK ),13.45  ( OK ),,
Wed  Feb 26 18:45:00  CST,72.35  ( OK ),13.16  ( OK ),,
Wed  Feb 26 19:00:00  CST,73.95  ( OK ),12.79  ( OK ),,
Wed  Feb 26 19:15:00  CST,75.36  ( OK ),12.76  ( OK ),,
Wed  Feb 26 19:30:00  CST,77.96  ( OK ),12.81  ( OK ),,
Wed  Feb 26 19:45:00  CST,79.45  ( OK ),12.74  ( OK ),,
Wed  Feb 26 20:00:00  CST,79.45  ( OK ),12.66  ( OK ),,
Wed  Feb 26 20:15:00  CST,80.39  ( OK ),12.75  ( OK ),,
Wed  Feb 26 20:30:00  CST,80.06  ( OK ),12.97  ( OK ),,
Wed  Feb 26 20:45:00  CST,80.19  ( OK ),13.04  ( OK ),,
Wed  Feb 26 21:00:00  CST,80.61  ( OK ),13.33  ( OK ),,
Wed  Feb 26 21:15:00  CST,80.61  ( OK ),13.80  ( OK ),,
Wed  Feb 26 21:30:00  CST,79.75  ( OK ),14.40  ( OK ),,
Wed  Feb 26 21:45:00  CST,79.36  ( OK ),14.98  ( OK ),,
Wed  Feb 26 22:00:00  CST,78.86  ( OK ),15.47  ( OK ),,
Wed  Feb 26 22:15:00  CST,78.26  ( OK ),15.99  ( OK ),,
Wed  Feb 26 22:30:00  CST,78.46  ( OK ),16.40  ( OK ),,
Wed  Feb 26 22:45:00  CST,79.27  ( OK ),16.32  ( OK ),,
Wed  Feb 26 23:00:00  CST,79.75  ( OK ),16.08  ( OK ),,
Wed  Feb 26 23:15:00  CST,80.46  ( OK ),16.10  ( OK ),,
Wed  Feb 26 23:30:00  CST,80.62  ( OK ),16.44  ( OK ),,
Wed  Feb 26 23:45:00  CST,81.24  ( OK ),16.58  ( OK ),,
Thu  Feb 27 00:00:00  CST,81.58  ( OK ),16.77  ( OK ),,
Thu  Feb 27 00:15:00  CST,81.79  ( OK ),16.88  ( OK ),,
Thu  Feb 27 00:30:00  CST,81.40  ( OK ),17.32  ( OK ),,
Thu  Feb 27 00:45:00  CST,80.62  ( OK ),17.45  ( OK ),,
Thu  Feb 27 01:00:00  CST,75.17  ( OK ),17.22  ( OK ),,
Thu  Feb 27 01:15:00  CST,73.27  ( OK ),16.88  ( OK ),,
Thu  Feb 27 01:30:00  CST,73.77  ( OK ),16.29  ( OK ),,
Thu  Feb 27 01:45:00  CST,74.07  ( OK ),15.85  ( OK ),,
Thu  Feb 27 02:00:00  CST,75.47  ( OK ),15.29  ( OK ),,
Thu  Feb 27 02:15:00  CST,75.19  ( OK ),14.84  ( OK ),,
Thu  Feb 27 02:30:00  CST,75.46  ( OK ),14.32  ( OK ),,
Thu  Feb 27 02:45:00  CST,76.88  ( OK ),13.95  ( OK ),,
Thu  Feb 27 03:00:00  CST,85.40  ( OK ),13.93  ( OK ),,
Thu  Feb 27 03:15:00  CST,85.88  ( OK ),12.76  ( OK ),,
Thu  Feb 27 03:30:00  CST,77.95  ( OK ),12.54  ( OK ),,
Thu  Feb 27 03:45:00  CST,72.95  ( OK ),11.84  ( OK ),,
Thu  Feb 27 04:00:00  CST,72.04  ( OK ),11.28  ( OK ),,
Thu  Feb 27 04:15:00  CST,72.44  ( OK ),11.00  ( OK ),,
Thu  Feb 27 04:30:00  CST,70.63  ( OK ),10.67  ( OK ),,
Thu  Feb 27 04:45:00  CST,70.73  ( OK ),10.29  ( OK ),,
Thu  Feb 27 05:00:00  CST,70.13  ( OK ),9.87  ( OK ),,
Thu  Feb 27 05:15:00  CST,67.50  ( OK ),9.60  ( OK ),,
Thu  Feb 27 05:30:00  CST,66.51  ( OK ),9.36  ( OK ),,
Thu  Feb 27 05:45:00  CST,68.82  ( OK ),9.05  ( OK ),,
Thu  Feb 27 06:00:00  CST,68.22  ( OK ),8.83  ( OK ),,
Thu  Feb 27 06:15:00  CST,70.93  ( OK ),8.36  ( OK ),,
Thu  Feb 27 06:30:00  CST,77.91  ( OK ),7.88  ( OK ),,
Thu  Feb 27 06:45:00  CST,83.35  ( OK ),7.16  ( OK ),,
Thu  Feb 27 07:00:00  CST,68.78  ( OK ),6.96  ( OK ),,
Thu  Feb 27 07:15:00  CST,65.27  ( OK ),6.68  ( OK ),,
Thu  Feb 27 07:30:00  CST,68.78  ( OK ),6.80  ( OK ),,
Thu  Feb 27 07:45:00  CST,67.71  ( OK ),7.00  ( OK ),,
Thu  Feb 27 08:00:00  CST,66.78  ( OK ),6.76  ( OK ),,
Thu  Feb 27 08:15:00  CST,64.67  ( OK ),6.63  ( OK ),,
Thu  Feb 27 08:30:00  CST,64.57  ( OK ),6.64  ( OK ),,
Thu  Feb 27 08:45:00  CST,62.97  ( OK ),7.06  ( OK ),,
Thu  Feb 27 09:00:00  CST,64.28  ( OK ),6.87  ( OK ),,
Thu  Feb 27 09:15:00  CST,58.14  ( OK ),6.85  ( OK ),,
Thu  Feb 27 09:30:00  CST,56.22  ( OK ),7.02  ( OK ),,
Thu  Feb 27 09:45:00  CST,56.22  ( OK ),7.24  ( OK ),,
Thu  Feb 27 10:00:00  CST,58.41  ( OK ),7.43  ( OK ),,
Thu  Feb 27 10:15:00  CST,58.74  ( OK ),7.83  ( OK ),,
Thu  Feb 27 10:30:00  CST,56.32  ( OK ),7.95  ( OK ),,
Thu  Feb 27 10:45:00  CST,56.93  ( OK ),8.16  ( OK ),,
Thu  Feb 27 11:00:00  CST,57.08  ( OK ),8.35  ( OK ),,
Thu  Feb 27 11:15:00  CST,59.24  ( OK ),8.85  ( OK ),,
Thu  Feb 27 11:30:00  CST,54.00  ( OK ),8.84  ( OK ),,
Thu  Feb 27 11:45:00  CST,54.61  ( OK ),9.17  ( OK ),,
Thu  Feb 27 12:00:00  CST,57.43  ( OK ),9.59  ( OK ),,
Thu  Feb 27 12:15:00  CST,54.81  ( OK ),9.80  ( OK ),,
Thu  Feb 27 12:30:00  CST,52.38  ( OK ),9.67  ( OK ),,
Thu  Feb 27 12:45:00  CST,51.68  ( OK ),9.87  ( OK ),,
Thu  Feb 27 13:00:00  CST,55.41  ( OK ),10.23  ( OK ),,
Thu  Feb 27 13:15:00  CST,56.75  ( Down ),10.55  ( Down ),,
Thu  Feb 27 13:30:00  CST,50.16  ( OK ),10.68  ( OK ),,
Thu  Feb 27 13:45:00  CST,53.50  ( OK ),10.82  ( OK ),,
Thu  Feb 27 14:00:00  CST,51.18  ( OK ),11.35  ( OK ),,
Thu  Feb 27 14:15:00  CST,52.49  ( OK ),11.32  ( OK ),,
Thu  Feb 27 14:30:00  CST,54.20  ( OK ),11.67  ( OK ),,
Thu  Feb 27 14:45:00  CST,55.31  ( OK ),11.64  ( OK ),,
Thu  Feb 27 15:00:00  CST,53.44  ( OK ),11.73  ( OK ),,
Thu  Feb 27 15:15:00  CST,54.51  ( OK ),11.61  ( OK ),,
Thu  Feb 27 15:30:00  CST,54.61  ( OK ),11.75  ( OK ),,
Thu  Feb 27 15:45:00  CST,55.01  ( OK ),11.60  ( OK ),,
Thu  Feb 27 16:00:00  CST,55.42  ( OK ),11.70  ( OK ),,
Thu  Feb 27 16:15:00  CST,56.53  ( OK ),11.97  ( OK ),,
Thu  Feb 27 16:30:00  CST,55.43  ( OK ),11.68  ( OK ),,
Thu  Feb 27 16:45:00  CST,54.71  ( OK ),11.25  ( OK ),,
Thu  Feb 27 17:00:00  CST,56.02  ( OK ),11.00  ( OK ),,
Thu  Feb 27 17:15:00  CST,55.62  ( OK ),10.58  ( OK ),,
Thu  Feb 27 17:30:00  CST,56.22  ( OK ),10.02  ( OK ),,
Thu  Feb 27 17:45:00  CST,58.54  ( OK ),9.56  ( OK ),,
Thu  Feb 27 18:00:00  CST,57.64  ( OK ),9.07  ( OK ),,
Thu  Feb 27 18:15:00  CST,59.55  ( OK ),8.75  ( OK ),,
Thu  Feb 27 18:30:00  CST,60.25  ( Down ),8.46  ( Down ),,
Thu  Feb 27 18:45:00  CST,61.46  ( OK ),8.21  ( OK ),,
Thu  Feb 27 19:00:00  CST,61.65  ( OK ),7.95  ( OK ),,
Thu  Feb 27 19:15:00  CST,57.73  ( OK ),7.81  ( OK ),,
Thu  Feb 27 19:30:00  CST,60.45  ( OK ),7.77  ( OK ),,
Thu  Feb 27 19:45:00  CST,60.04  ( OK ),7.49  ( OK ),,
Thu  Feb 27 20:00:00  CST,62.05  ( OK ),7.37  ( OK ),,
Thu  Feb 27 20:15:00  CST,62.23  ( OK ),7.26  ( OK ),,
Thu  Feb 27 20:30:00  CST,65.10  ( OK ),7.03  ( OK ),,
Thu  Feb 27 20:45:00  CST,64.07  ( OK ),6.92  ( OK ),,
Thu  Feb 27 21:00:00  CST,63.57  ( OK ),6.77  ( OK ),,
Thu  Feb 27 21:15:00  CST,63.16  ( OK ),6.96  ( OK ),,
Thu  Feb 27 21:30:00  CST,63.67  ( OK ),6.84  ( OK ),,
Thu  Feb 27 21:45:00  CST,63.27  ( OK ),6.63  ( OK ),,
Thu  Feb 27 22:00:00  CST,64.57  ( OK ),6.61  ( OK ),,
Thu  Feb 27 22:15:00  CST,64.78  ( OK ),6.49  ( OK ),,
Thu  Feb 27 22:30:00  CST,66.09  ( OK ),6.28  ( OK ),,
Thu  Feb 27 22:45:00  CST,65.79  ( OK ),6.36  ( OK ),,
Thu  Feb 27 23:00:00  CST,68.07  ( OK ),6.25  ( OK ),,
Thu  Feb 27 23:15:00  CST,70.94  ( OK ),5.94  ( OK ),,
Thu  Feb 27 23:30:00  CST,70.02  ( OK ),5.95  ( OK ),,
Thu  Feb 27 23:45:00  CST,73.93  ( OK ),5.83  ( OK ),,
Fri  Feb 28 00:00:00  CST,74.72  ( OK ),5.71  ( OK ),,
Fri  Feb 28 00:15:00  CST,78.22  ( OK ),5.17  ( OK ),,
Fri  Feb 28 00:30:00  CST,78.93  ( OK ),5.12  ( OK ),,
Fri  Feb 28 00:45:00  CST,79.22  ( OK ),5.30  ( OK ),,
Fri  Feb 28 01:00:00  CST,79.42  ( OK ),5.11  ( OK ),,
